City ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
201,Puerto del Rosario,28.5004,-13.8627,74.94800000000002,69,92,6.69,ES,1627101852
202,Rumonge,-3.9736,29.4386,74.516,50,97,1.49,BI,1627101852
203,Guadalupe y Calvo,26.1,-106.9667,53.47400000000001,93,20,1.4,MX,1627101852
204,Isangel,-19.55,169.2667,82.50800000000001,78,75,0.0,VU,1627101853
205,Faya,18.3851,42.4509,63.122000000000035,59,100,2.2,SA,1627101853
206,Abhā,18.2164,42.5053,62.852000000000075,77,40,0.0,SA,1627101853
207,Vardø,70.3705,31.1107,46.47200000000004,82,100,16.11,NO,1627101854
208,New Norfolk,-42.7826,147.0587,55.92200000000004,75,97,1.34,AU,1627101634
209,Port Hardy,50.6996,-127.4199,57.38000000000004,100,90,2.06,CA,1627101854
210,San Antero,9.3741,-75.7589,79.25,87,100,2.37,CO,1627101855
211,Ōfunato,39.0717,141.7167,90.55400000000006,79,75,3.0,JP,1627101855
212,Flagstaff,35.1981,-111.6513,60.332000000000015,94,90,3.58,US,1627101855
213,Sakakah,29.9697,40.2064,83.76800000000009,35,0,4.94,SA,1627101856
214,Xichang,27.8964,102.2634,81.158,68,88,0.22,CN,1627101856
215,Havre-St-Pierre,50.2334,-63.5986,55.76000000000008,100,90,1.03,CA,1627101857
216,Esperance,-33.8667,121.9,60.63800000000005,69,86,10.18,AU,1627101857
217,Tabou,4.423,-7.3528,75.27200000000003,74,100,2.83,CI,1627101858
218,Kotelnikowo,47.6317,43.1461,76.442,42,6,2.97,RU,1627101858
219,Broome,42.2506,-75.833,61.66400000000003,83,0,0.2,US,1627101858
220,Takoradze,4.8845,-1.7554,74.15600000000003,81,84,3.22,GH,1627101859
221,Usinsk,65.9939,57.5281,52.03399999999999,89,99,5.35,RU,1627101859
222,Kentville,45.0835,-64.4988,60.40400000000005,93,55,1.54,CA,1627101859
223,Alice Springs,-23.7,133.8833,63.95,27,32,3.6,AU,1627101737
224,Lavrentiya,65.5833,-171.0,51.54800000000002,74,28,3.34,RU,1627101819
225,Turaif,31.6725,38.6637,71.85200000000007,83,0,5.14,SA,1627101860
226,Aksu,41.1231,80.2644,90.23000000000005,28,0,2.06,CN,1627101860
227,Luanda,-8.8368,13.2343,69.8,88,75,1.54,AO,1627101687
228,Kurumkan,54.3,110.3,71.88800000000005,58,85,1.69,RU,1627101853
229,Tiksi,71.6872,128.8694,45.14000000000002,79,74,3.09,RU,1627101148
230,Baymak,52.5933,58.3225,65.96600000000001,77,95,3.05,RU,1627101861
231,San Quintín,30.4833,-115.95,68.88200000000002,85,72,3.64,MX,1627101862
232,Kavaratti,10.5669,72.642,81.734,83,88,8.63,IN,1627101862
233,Saint Anthony,45.0205,-93.218,84.92000000000006,74,1,1.79,US,1627101862
234,Kawalu,-7.3817,108.2082,83.13800000000005,64,65,2.54,ID,1627101863
235,Ostrovnoy,68.0531,39.5131,43.483999999999995,95,100,11.96,RU,1627101863
236,Erenhot,43.6475,111.9767,81.62600000000009,38,100,3.41,CN,1627101863
237,Yining,29.0361,114.5636,91.36400000000003,49,42,4.22,CN,1627101864
238,Kargasok,59.0556,80.8572,80.06000000000009,44,0,3.19,RU,1627101864
239,San Jose,37.3394,-121.895,69.71000000000008,70,1,4.12,US,1627101842
240,Corpus Christi,27.8006,-97.3964,84.23600000000008,87,1,2.24,US,1627101842
241,Kendari,-3.945,122.4989,86.63000000000004,54,79,1.11,ID,1627101865
242,Port Elizabeth,-33.918,25.5701,37.688000000000045,93,0,0.0,ZA,1627101135
243,Voznesen'ye,61.0106,35.4781,55.70600000000003,56,21,3.21,RU,1627101865
244,Kondinskoye,59.6481,67.41,66.50600000000003,61,100,2.02,RU,1627101866
245,Coquimbo,-29.9533,-71.3436,53.33000000000004,82,90,2.06,CL,1627101640
246,Rock Falls,41.7798,-89.689,76.98200000000001,84,1,0.0,US,1627101866
